iyp_org_name,lei,lei_legal_name,lei_countries,entity_status,registration_status,match_method,confidence,matched_name,hint,iyp_countries,peeringdb_org_ids,caida_org_ids,iyp_websites,iyp_n_as
"LEAST COST ROUTING TELECOM, SL",959800YZKKG4RH19S964,LEAST COST ROUTING TELECOM S.L.,ES,ACTIVE,LAPSED,legal_core,0.9,least cost routing telecom,,ES,14508,,http://www.lcrcom.net,1
LEDVANCE,549300ZDB2MOMLI3OP47,LEDVANCE LLC,US,ACTIVE,ISSUED,legal_core,0.9,ledvance,,US,,LL-942-ARIN,,1
LEGRAND FRANCE S.A,969500TJLHIZLFRWEQ48,LEGRAND FRANCE,FR,ACTIVE,ISSUED,legal_core,0.9,legrand france,,FR,,ORG-LA6-RIPE,,1
LHC Group,5299009NPLWAMRQYZX73,"LHC GROUP, INC.",US,ACTIVE,LAPSED,legal_core,0.9,lhc group,,US,,LG-263-ARIN,,1
LINK Mobility SAS,894500V386RVCZ5MRA88,LINK MOBILITY,FR,ACTIVE,ISSUED,legal_core,0.9,link mobility,,FR,,ORG-NA310-RIPE,,1
LOCINOX N.V.,5493005UQ9GT5NCTFM82,LOCINOX,BE,ACTIVE,ISSUED,legal_core,0.9,locinox,,BE,,ORG-LA2002-RIPE,,1
"LOOMIS SAYLES & CO., LP",JIZPN2RX3UMNOYIDI313,"LOOMIS, SAYLES & COMPANY, L.P.",US,ACTIVE,ISSUED,legal_core,0.9,loomis sayles and,,US,,LSL46-ARIN,,1
LPG Holding Corporation,969500C7WB9T72D18G78,LPG HOLDING,FR,ACTIVE,ISSUED,legal_core,0.9,lpg holding,,FR,18277,,http://www.lpghc.com,1
LPL Financial,5493005NM7F0H1N3EQ39,LPL FINANCIAL LLC,US,ACTIVE,ISSUED,legal_core,0.9,lpl financial,,US,21133,LFL-9-ARIN,,1
LPP S. A.,259400NUS7MKGPJL4752,LPP SPÓŁKA AKCYJNA,PL,ACTIVE,ISSUED,legal_core,0.9,lpp,,PL,,ORG-LSA10-RIPE,,1
LS Networks,5493004RNY5LREMU3W94,"LIGHTSPEED NETWORKS, INC.",US,ACTIVE,LAPSED,legal_core,0.9,lightspeed networks,alt_name,US,1160,LSNET-1-ARIN,https://www.lsnetworks.net/,1
LUMANEX SRL,984500DDF5PD905FG082,LUMANEX S.R.L.,IT,ACTIVE,ISSUED,legal_core,0.9,lumanex,,IT,,ORG-LS542-RIPE,,1
LUMINESS SAS,9695002R0H3C2RGXKY83,LUMINESS,FR,ACTIVE,LAPSED,legal_core,0.9,luminess,,FR,,ORG-JS41-RIPE,,1
LUX MED Sp. z o.o.,259400F4L9MD7NSTX890,LUX MED SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,ISSUED,legal_core,0.9,lux med,,PL,,ORG-LMSZ2-RIPE,,1
LVMH MOET HENNESSY LOUIS VUITTON,529900YISWVEKZT7CN18,LVMH MOET HENNESSY LOUIS VUITTON INC.,US,ACTIVE,LAPSED,legal_core,0.9,lvmh moet hennessy louis vuitton,,US,,LVMHM-ARIN,,1
La Maison Simons,549300RZ3Q07JCY5RS49,LA MAISON SIMONS INC.,CA,ACTIVE,ISSUED,legal_core,0.9,la maison simons,,CA,,MS-1815-ARIN,,1
La Pointe Telecom Solutions Pvt Ltd,8945000AXGBQCXYIYF67,LA POINTE TELECOM SOLUTIONS PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,la pointe telecom solutions,,IN,,@aut-133707-APNIC,,1
La Provencale Sarl,222100F2GVDI3B6RK764,LA PROVENÇALE S.À R.L.,LU,ACTIVE,LAPSED,legal_core,0.9,la provencale,,LU,,ORG-LPS20-RIPE,,1
Labvantage Solutions Pvt. Ltd.,3358002PXZDIGXSMQU40,LABVANTAGE SOLUTIONS PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,labvantage solutions,,IN,,ORG-LSPL10-AP-APNIC,,1
Lagardere Ressources SAS,969500WS0E75B8QJH717,LAGARDERE RESSOURCES,FR,ACTIVE,ISSUED,legal_core,0.9,lagardere ressources,,FR,,ORG-LRS8-RIPE,,1
Lagermax Lagerhaus und Speditions AG,52990000PUV471DPWD17,Lagermax Lagerhaus und Speditions Aktiengesellschaft,AT,ACTIVE,ISSUED,legal_core,0.9,lagermax lagerhaus und speditions,,AT,,ORG-LLUS1-RIPE,,1
Lakeshore Learning Materials,9845007F777G13ADC933,"LAKESHORE LEARNING MATERIALS, LLC",US,ACTIVE,ISSUED,legal_core,0.9,lakeshore learning materials,,US,,LE-517-ARIN,,1
Lancelot BV,724500OCAPS8ITCOZG43,Lancelot B.V.,NL,ACTIVE,LAPSED,legal_core,0.9,lancelot,,NL,43658,ORG-LB137-RIPE,https://lancelot-telecom.nl/,1
LandTech Sp. z.o.o.,259400QLS7SFJNQDHW12,LANDTECH SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,ISSUED,legal_core,0.9,landtech,,PL,16057,ORG-LSSZ3-RIPE,,1
Laris Investments Sp. z o.o.,259400SU0VAB6X14BW73,LARIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,ISSUED,legal_core,0.9,laris,,PL,,ORG-LISZ1-RIPE,,1
Leap Telecommunications,98450099N0891EH63I12,LEAP TELECOMMUNICATIONS PTY LTD,AU,ACTIVE,ISSUED,legal_core,0.9,leap telecommunications,,AU,12750,,http://www.Leaptel.com.au,1
LeapSwitch Networks Pvt Ltd,3358001YBGUNGSV2OW98,LEAPSWITCH NETWORKS PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,leapswitch networks,,IN,24419,,https://leapswitch.com,1
Lebara Ltd,2138003QKUTAPEV2XB61,LEBARA LIMITED,GB,ACTIVE,ISSUED,legal_core,0.9,lebara,,GB,,ORG-LA32-RIPE,,1
Lecrin Television S.L.,959800RMQ8F2K1J3QD68,LECRIN TELEVISION SL,ES,ACTIVE,ISSUED,legal_core,0.9,lecrin television,,ES,,ORG-LTS16-RIPE,,1
Ledl.net GmbH & Co. KG,52990003GCKC8IEE4A74,Ledl.net GmbH,AT,INACTIVE,RETIRED,legal_core,0.9,ledl net,,AT,,ORG-DA2-RIPE,,1
Lenzing AG,529900BKFJBI0QRDJH63,Lenzing Aktiengesellschaft,AT,ACTIVE,ISSUED,legal_core,0.9,lenzing,,AT,,ORG-LA378-RIPE,,1
Let's Co Srl,984500442K615DDB6B76,LET'S CO S.R.L.,IT,ACTIVE,ISSUED,legal_core,0.9,let s,,IT,,ORG-LCS35-RIPE,,1
Letsignit SAS,9695005I8LRB5ISE2X20,LETSIGNIT,FR,ACTIVE,ISSUED,legal_core,0.9,letsignit,,FR,,ORG-LS459-RIPE,,1
Libbey,5299006QHHH9V0CWGW10,Libbey Inc.,US,ACTIVE,LAPSED,legal_core,0.9,libbey,,US,,LIBBE-5-ARIN,,1
Liberty Czestochowa Sp. z o.o.,984500E2CE81BCA38661,LIBERTY CZĘSTOCHOWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,LAPSED,legal_core,0.9,liberty czestochowa,,PL,,ORG-LCSZ1-RIPE,,1
Liberty Financial,549300S75HDUIPWTQC07,LIBERTY FINANCIAL PTY LTD,AU,ACTIVE,LAPSED,legal_core,0.9,liberty financial,,AU,,ORG-LF2-AP-APNIC,,1
Liberty Holdings Limited,529900SLXRMLVAR2ZO23,Liberty Holdings,ZA,ACTIVE,LAPSED,legal_core,0.9,liberty holdings,,ZA,,ORG-LHL1-AFRINIC,,1
Liberty University,254900IB1DUGFIJ37Z56,"Liberty University, Inc.",US,ACTIVE,ISSUED,legal_core,0.9,liberty university,,US,23822,LIBER-12-ARIN,https://liberty.edu,1
Libra Internet Bank S.A.,315700WKDD4ZSRL7HW38,LIBRA INTERNET BANK SA,RO,ACTIVE,ISSUED,legal_core,0.9,libra internet bank,,RO,,ORG-BRPR1-RIPE,,1
Liechtensteinische Landesbank AG,529900OE1FOAM50XLP72,Liechtensteinische Landesbank Aktiengesellschaft,LI,ACTIVE,ISSUED,legal_core,0.9,liechtensteinische landesbank,,LI,,ORG-LLB2-RIPE,,1
Link4 Towarzystwo Ubezpieczen S.A.,2594001JSECH6MFMMV96,LINK4 TOWARZYSTWO UBEZPIECZEŃ SPÓŁKA AKCYJNA,PL,ACTIVE,ISSUED,legal_core,0.9,link4 towarzystwo ubezpieczen,,PL,,ORG-LTUS1-RIPE,,1
Listrak,549300MBY5Q5DYPXGF71,Listrak Inc.,US,ACTIVE,LAPSED,legal_core,0.9,listrak,,US,,LISTR-ARIN,,1
LiveOak Fiber,254900P54KXCGWKWI938,"LIVEOAK FIBER, LLC",US,ACTIVE,ISSUED,legal_core,0.9,liveoak fiber,,US,44389,LFL-51-ARIN,,1
Locknet,549300PK33YH4YUGVQ93,"LockNet, LLC",US,ACTIVE,LAPSED,legal_core,0.9,locknet,,US,,EJ-3-ARIN,,1
London Hydro,549300KHE8RW8HMIG365,LONDON HYDRO INC.,CA,ACTIVE,ISSUED,legal_core,0.9,london hydro,,CA,,LONDON-22-ARIN,,1
"Loomis FX, Gold and Services SA",9695007BB5MWMKDIJ143,"LOOMIS FX, GOLD AND SERVICES",FR,ACTIVE,ISSUED,legal_core,0.9,loomis fx gold and services,,FR,,ORG-OA350-RIPE,,1
"Lord, Abbett & Co.",549300JN4JHMFPO31Y81,"LORD, ABBETT & CO. LLC",US,ACTIVE,ISSUED,legal_core,0.9,lord abbett and,,US,,LORDAB-1-ARIN,,1
Louis Vuitton Malletier SA,969500UCUCRLUC0YBF90,LOUIS VUITTON MALLETIER,FR,ACTIVE,LAPSED,legal_core,0.9,louis vuitton malletier,,FR,18154,ORG-LVMS1-RIPE,,1
Louisville Gas & Electric,KO3GRIB3RPH1XDX50U72,LOUISVILLE GAS AND ELECTRIC COMPANY,US,ACTIVE,ISSUED,legal_core,0.9,louisville gas and electric,,US,,LGE-5-ARIN,,1
Lowenstein Sandler,549300ZHJ3PISGIXUM80,LOWENSTEIN SANDLER LLP,US,ACTIVE,ISSUED,legal_core,0.9,lowenstein sandler,,US,,LOWENS-ARIN,,1
Loyola University Maryland,549300XFRXXB7TC7CM47,"Loyola University Maryland, Inc.",US,ACTIVE,LAPSED,legal_core,0.9,loyola university maryland,,US,,LCIM-ARIN,,1
Lubrizol Advanced Materials,984500B8673ACB9C3717,"LUBRIZOL ADVANCED MATERIALS, INC.",US,ACTIVE,ISSUED,legal_core,0.9,lubrizol advanced materials,,US,,LAM-37-ARIN,,1
Lufthansa Systems Poland Sp. z o.o.,529900A7M4R1210U9P03,LUFTHANSA SYSTEMS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,ISSUED,legal_core,0.9,lufthansa systems poland,,PL,,ORG-LSPS1-RIPE,,1
Luossavaara-Kiirunavaara AB,549300ONBUTV20237K19,Luossavaara-Kiirunavaara Aktiebolag,SE,ACTIVE,ISSUED,legal_core,0.9,luossavaara kiirunavaara,,SE,,ORG-ABUS527-RIPE,,1
Lutech spa,8156009352E1EEBFDA50,LUTECH S.P.A.,IT,ACTIVE,ISSUED,legal_core,0.9,lutech,,IT,5536,,http://www.lutech.it,1
Luvena S.A,259400WNXI3O5LA4CZ39,LUVENA SPÓŁKA AKCYJNA,PL,ACTIVE,ISSUED,legal_core,0.9,luvena,,PL,,ORG-ZCL1-RIPE,,1
Luxottica Group S.p.A.,549300I1NMOBS4B1LT88,LUXOTTICA GROUP SPA,IT,ACTIVE,ISSUED,legal_core,0.9,luxottica group,,IT,,ORG-LGS9-RIPE,,1
Lyra Network SAS,969500AS5TJLEMGUYP52,LYRA NETWORK,FR,ACTIVE,ISSUED,legal_core,0.9,lyra network,,FR,16201,ORG-LNS9-RIPE,,1
MACAWBER BEEKAY PVT LTD,335800XBPVV15MCARN48,MACAWBER BEEKAY PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,macawber beekay,,IN,,ORG-MBPL1-AP-APNIC,,1
MARTIN RESOURCE MANAGEMENT CORP.,54930096UKWYI8QXFL76,Martin Resource Management Corporation,US,ACTIVE,LAPSED,legal_core,0.9,martin resource management,,US,,MARTI-65-ARIN,,1
MASMOVIL IBERCOM SA,959800YH56PYMFN7VV80,"MASMOVIL IBERCOM, S.A.",ES,ACTIVE,ISSUED,legal_core,0.9,masmovil ibercom,,ES,,ORG-WIS1-RIPE,,1
MASSELIN COMMUNICATION SAS,213800P7SN9RL93WA159,MASSELIN COMMUNICATION,FR,ACTIVE,ISSUED,legal_core,0.9,masselin communication,,FR,,ORG-MCS19-RIPE,,1
"MASTERBRAND CABINETS, INC.",5493007WQW6SY8P4PA49,MASTERBRAND CABINETS LLC,US,ACTIVE,ISSUED,legal_core,0.9,masterbrand cabinets,,US,,MASTE-35-ARIN,,1
MAZZETTA COMPANY,5493000TT77CXNYB2R19,"MAZZETTA COMPANY, LLC",US,ACTIVE,LAPSED,legal_core,0.9,mazzetta,,US,,MAZZE-2-ARIN,,1
MBH ARCHITECTS,549300KEPYNT0M3HML97,"MBH Architects, Inc.",US,ACTIVE,LAPSED,legal_core,0.9,mbh architects,,US,,MA-77-ARIN,,1
MBTC,254900K3QDC34B2YSY09,MBTC LLC,US,ACTIVE,ISSUED,legal_core,0.9,mbtc,,US,,MCC-544-ARIN,,1
MBV systemes d'information SAS,9695005MKPD455S8XW10,MBV SYSTEMES D' INFORMATION,FR,ACTIVE,LAPSED,legal_core,0.9,mbv systemes d information,,FR,,ORG-MSDS1-RIPE,,1
MCB Bank Ltd,2549002SIFOER1TFOK04,MCB Bank Limited,PK,ACTIVE,ISSUED,legal_core,0.9,mcb bank,,PK,,ORG-MBL4-AP-APNIC,,1
MCCORMICK POLSKA SA,549300CH0WURJFJNVZ30,MCCORMICK POLSKA SPÓŁKA AKCYJNA,PL,ACTIVE,ISSUED,legal_core,0.9,mccormick polska,,PL,,ORG-KS35-RIPE,,1
MCML LIMITED,254900SX3M10D0PGQX41,MCML Investments Limited,GB,ACTIVE,ISSUED,legal_core,0.9,mcml,,GB,,ORG-EFMC1-RIPE,,1
MCT SAS,984500E5D534CF0BFF56,MCT,FR,ACTIVE,ISSUED,legal_core,0.9,mct,,FR,,ORG-NS224-RIPE,,1
MDP,2549007M55D4PWRMV430,MDP LLC,US,ACTIVE,LAPSED,legal_core,0.9,mdp,,US,,MDP-4-ARIN,,1
MEDIA SAT SRL,984500C46R73C851K824,MEDIA SAT S.R.L.,RO,ACTIVE,LAPSED,legal_core,0.9,media sat,,RO,38457,ORG-MSS16-RIPE,http://www.mediasat.ro,1
MEDIACENTER HUNGARY INFORMATIKAI SZOLGALTATO ES UZEMELTETO kft,52990094QTPLALH3AG70,MEDIACENTER HUNGARY Informatikai Szolgáltató és Üzemelteto Korlátolt Felelosségu Társaság,HU,ACTIVE,LAPSED,legal_core,0.9,mediacenter hungary informatikai szolgaltato es uzemelteto,,HU,,ORG-AK22-RIPE,,1
MEDIACTIVE 24/7 SARL,969500OO7KR7WBIQOI82,MEDIACTIVE 24/7,FR,ACTIVE,LAPSED,legal_core,0.9,mediactive 24 7,,FR,,ORG-DS425-RIPE,,1
MEDIATELCO SRL,894500F2FZTY0P1TO562,MEDIATELCO S.R.L.,IT,ACTIVE,LAPSED,legal_core,0.9,mediatelco,,IT,26118,ORG-APDC1-RIPE,https://www.ischiawifi.com,1
"MERKUR TRGOVINA, D.O.O.",48510000775PVAD4D561,"MERKUR trgovina, d.d. (MERKUR trade, Inc.)",SI,ACTIVE,LAPSED,legal_core,0.9,merkur trgovina,,SI,,ORG-MTIS2-RIPE,,1
MERV ENTERPRISES PVT LTD,648824UBX8IG15S10F41,MERV ENTERPRISES PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,merv enterprises,,IN,32074,@aut-147278-APNIC,,1
MESKO SA,984500B7A93BR0K8C393,MESKO SPÓŁKA AKCYJNA,PL,ACTIVE,PENDING_TRANSFER,legal_core,0.9,mesko,,PL,,ORG-MS849-RIPE,,1
"METRO DE MADRID, S.A.",95980020140005741510,METRO DE MADRID SA,ES,ACTIVE,ISSUED,legal_core,0.9,metro de madrid,,ES,,ORG-MDMS3-RIPE,,1
METRO TRAINS MELBOURNE,254900VKM1EFSP01NQ55,METRO TRAINS MELBOURNE PTY. LTD.,AU,ACTIVE,LAPSED,legal_core,0.9,metro trains melbourne,,AU,,ORG-MTM1-AP-APNIC,,1
MGA Sp. z o.o.,2594003351V10V5TGP86,MGA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,LAPSED,legal_core,0.9,mga,,PL,,ORG-MSZO23-RIPE,,1
MICHELIN NORTH AMERICA,549300HVITNRKGP88056,"MICHELIN NORTH AMERICA, INC.",US,ACTIVE,ISSUED,legal_core,0.9,michelin north america,,US,,MNA-19-ARIN,,1
MIDFLORIDA Federal Credit Union,549300K7224BC1IAX207,MIDFLORIDA,US,ACTIVE,ISSUED,legal_core,0.9,midflorida,,US,,MIDFL-1-ARIN,,1
MIKRONIKA Sp. z.o.o.,259400AOWAIOHLFAXC07,MIKRONIKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,ISSUED,legal_core,0.9,mikronika,,PL,,ORG-MA379-RIPE,,1
MILACRON INDIA PVT LTD,335800TN5WNNCECFCG94,MILACRON INDIA PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,milacron india,,IN,,@aut-151679-APNIC,,1
MJL Bangladesh PLC,549300GLB614JUG4BR54,MJL BANGLADESH LTD.,BD,ACTIVE,LAPSED,legal_core,0.9,mjl bangladesh,,BD,,ORG-MBL1-AP-APNIC,,1
"MKP Capital Management, LLC",XISJYHY7SSQAPTW67Z71,"MKP CAPITAL MANAGEMENT, L.L.C.",US,ACTIVE,ISSUED,legal_core,0.9,mkp capital management,,US,,MKPCA-ARIN,,1
MLB Limited,894500H8Z571IOA2DO21,MLB INVESTMENTS LIMITED,IE,ACTIVE,ISSUED,legal_core,0.9,mlb,,IE,,ORG-ML545-RIPE,,1
MMC,254900M3281P8QQDIF84,"MMC INVESTMENTS, LLC",US,ACTIVE,LAPSED,legal_core,0.9,mmc,,US,,MMC-337-ARIN,,1
MNG Havayollari ve Tasimacilik A.S.,984500B8F477D57U5Q24,MNG HAVAYOLLARI VE TAŞIMACILIK ANONİM ŞİRKETİ,TR,ACTIVE,ISSUED,legal_core,0.9,mng havayollari ve tasimacilik,,TR,,ORG-MNG3-RIPE,,1
MODIVO.COM S.A.,259400PWWN19YDD53833,MODIVO.COM SPÓŁKA AKCYJNA,PL,ACTIVE,ISSUED,legal_core,0.9,modivo com,,PL,,ORG-ES516-RIPE,,1
MOKA UNITED ODEME HIZMETLERI VE ELEKTRONIK PARA KURULUSU A.S,789000LM3SGG8XH9GQ22,MOKA UNITED ÖDEME HİZMETLERİ VE ELEKTRONİK PARA KURULUŞU ANONİM ŞİRKETİ,TR,ACTIVE,ISSUED,legal_core,0.9,moka united odeme hizmetleri ve elektronik para kurulusu,,TR,,ORG-BOHV1-RIPE,,1
MOMIT SRL,8156001CD1880E7A0020,MOMIT S.R.L.,IT,ACTIVE,ISSUED,legal_core,0.9,momit,,IT,23055,ORG-MS534-RIPE,https://www.momit.eu,1
MONEXT SAS,969500W54Z5M7YRYNJ62,MONEXT,FR,ACTIVE,ISSUED,legal_core,0.9,monext,,FR,,ORG-MS111-RIPE,,1
MPAE Srl,984500EE898683954793,MPAE S.R.L.,IT,ACTIVE,ISSUED,legal_core,0.9,mpae,,IT,,ORG-MS620-RIPE,,1
MRI Software,549300LNQ2G4DKR9QR85,MRI SOFTWARE LLC,US,ACTIVE,ISSUED,legal_core,0.9,mri software,,US,,MSL-338-ARIN,,1
MSX International Ltd,213800OZ9S8PAVM8CM93,MSX INTERNATIONAL LIMITED,GB,ACTIVE,LAPSED,legal_core,0.9,msx international,,GB,,ORG-MIL21-RIPE,,1
MUENET GmbH,391200FLIR2I722QEW76,MUENET GmbH & Co. KG,DE,ACTIVE,ISSUED,legal_core,0.9,muenet,,DE,27124,,https://www.muenet-glasfaser.de/,1
MW FOOD Sp. z o.o.,25940028FN3I4VA6WO76,MW FOOD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,ISSUED,legal_core,0.9,mw food,,PL,,ORG-SZOS1-RIPE,,1
MYLAPS BV,724500RVBJE7IFT4PS13,MYLAPS B.V.,NL,ACTIVE,ISSUED,legal_core,0.9,mylaps,,NL,,ORG-MB27-RIPE,,1
"MacAndrews & Forbes, LLC",5493000TFOACY9H7F319,MACANDREWS & FORBES INCORPORATED,US,ACTIVE,LAPSED,legal_core,0.9,macandrews and forbes,,US,,MFL-21-ARIN,,1
Mackenzie Financial Corp,DBL8DHRKOXEUHU7IVM29,Mackenzie Financial Corporation,CA,ACTIVE,ISSUED,legal_core,0.9,mackenzie financial,,CA,,MFC-3-ARIN,,1
Madrigall SA,9695002JGUD8DGI91Z69,MADRIGALL,FR,ACTIVE,LAPSED,legal_core,0.9,madrigall,,FR,,ORG-MS421-RIPE,,1
Magnet Networks,984500DF470B70D63P20,MAGNET NETWORKS LIMITED,IE,ACTIVE,ISSUED,legal_core,0.9,magnet networks,,IE,1202,,https://www.magnetplus.ie/,1
Magnite,54930018FR2YX1HHSB02,"MAGNITE, INC.",US,ACTIVE,ISSUED,legal_core,0.9,magnite,,US,10304,,https://www.magnite.com/,1
MainStreaming SpA,81560088F036C80C4062,MAINSTREAMING S.P.A.,IT,ACTIVE,ISSUED,legal_core,0.9,mainstreaming,,IT,,ORG-MS627-RIPE,,1
Mainfreight Holding BV,724500RAMJUF1POK6912,Mainfreight Holding B.V.,NL,ACTIVE,ISSUED,legal_core,0.9,mainfreight holding,,NL,,ORG-MHB2-RIPE,,1
Mainova AG,529900V3S3C2QZPTD593,Mainova Aktiengesellschaft,DE,ACTIVE,ISSUED,legal_core,0.9,mainova,,DE,,ORG-MA43-RIPE,,1
Maisons du Monde France SAS,969500M6Z2YB74M7IX58,MAISONS DU MONDE FRANCE,FR,ACTIVE,ISSUED,legal_core,0.9,maisons du monde france,,FR,,ORG-MDM8-RIPE,,1
Majesco Software and Solutions India Pvt.Ltd.,33580019ZC523M4XBG46,MAJESCO SOFTWARE AND SOLUTIONS INDIA PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,majesco software and solutions india,,IN,,ORG-MSAS2-AP-APNIC,,1
Major League Soccer,5493005Z1VSYZZ2JED42,"MAJOR LEAGUE SOCCER, L.L.C.",US,ACTIVE,LAPSED,legal_core,0.9,major league soccer,,US,,MLSL-14-ARIN,,1
Makolab S.A.,2594007XIACKNMUAW223,MAKOLAB SPÓŁKA AKCYJNA,PL,ACTIVE,ISSUED,legal_core,0.9,makolab,,PL,,ORG-MA44-RIPE,,1
Mallinckrodt Pharmaceuticals Ireland Ltd,549300EN1Q2XSP3PZ607,MALLINCKRODT PHARMACEUTICALS IRELAND LIMITED,IE,ACTIVE,LAPSED,legal_core,0.9,mallinckrodt pharmaceuticals ireland,,IE,,ORG-MPIL1-RIPE,,1
ManagedWay,9845000CNM36K9446378,MANAGEDWAY COMPANY,US,ACTIVE,ISSUED,legal_core,0.9,managedway,,US,,MANAG-51-ARIN,,1
"Manatt, Phelps & Phillips",5493003Q3GH3BS1Y3E90,"Manatt, Phelps & Phillips, LLP",US,ACTIVE,LAPSED,legal_core,0.9,manatt phelps and phillips,,US,,MPPL-12-ARIN,,1
Mancon,254900KRJ0BKAB8UG674,"Mancon, LLC",US,ACTIVE,ISSUED,legal_core,0.9,mancon,,US,,MANCO-1-ARIN,,1
Mandelbit SRL,9845005115998E59OA80,MANDELBIT S.R.L.,IT,ACTIVE,ISSUED,legal_core,0.9,mandelbit,,IT,29379,ORG-MS742-RIPE,https://www.mandelbit.com,1
Manhattan Associates (India) Development Centre Pvt. Ltd.,335800XFGO2HFFOWXS35,MANHATTAN ASSOCIATES (INDIA) DEVELOPMENT CENTRE PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,manhattan associates development centre,,IN,,ORG-MADC1-AP-APNIC,,1
Manitou BF S.A.,9695008SHP3XTT9QCM25,MANITOU BF,FR,ACTIVE,ISSUED,legal_core,0.9,manitou bf,,FR,,ORG-MBS10-RIPE,,1
Mannai Trading Company LLC,254900O9EWXJNMHVBL69,MANNAI TRADING CO. WLL,QA,ACTIVE,LAPSED,legal_core,0.9,mannai trading,,QA,,ORG-MTCL10-RIPE,,1
Mapfre Sigorta AS,984500DA3T3C07994412,MAPFRE SİGORTA ANONİM ŞİRKETİ,TR,ACTIVE,ISSUED,legal_core,0.9,mapfre sigorta,,TR,,ORG-TGSA2-RIPE,,1
Marat Sp. z o.o.,259400IUPPT1JRJWC886,MARAT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,PL,ACTIVE,LAPSED,legal_core,0.9,marat,,PL,,ORG-MSZ4-RIPE,,1
Marignan SAS,9695001Y8R1NM8KHJ160,MARIGNAN,FR,ACTIVE,ISSUED,legal_core,0.9,marignan,,FR,,ORG-MGNA1-RIPE,,1
MarkWest Energy Partners LP,210GZIHHNYKR02ESUS53,"MarkWest Energy Partners, L.P.",US,ACTIVE,LAPSED,legal_core,0.9,markwest energy partners,,US,,MEPL-2-ARIN,,1
Markel International Services Ltd,549300MK0YKD0QDHJU75,MARKEL INTERNATIONAL SERVICES LIMITED,GB;US,ACTIVE,ISSUED,legal_core,0.9,markel international services,,GB,,ORG-MISL6-RIPE,,1
Marketaxess Europe Ltd,549300TTHIODYMGND828,MARKETAXESS EUROPE LIMITED,GB,ACTIVE,ISSUED,legal_core,0.9,marketaxess europe,,GB,,ORG-MEL6-RIPE,,1
Marsh Inc.,549300Q9V5HGO7T0BX47,"MARSH INVESTMENTS, L.L.C.",US,ACTIVE,LAPSED,legal_core,0.9,marsh,,US,,MARSHI-1-ARIN,,1
Marshalls,254900NF2BH3JTH82368,"Marshalls, Inc.",US,ACTIVE,LAPSED,legal_core,0.9,marshalls,,US,,MM-1048-ARIN,,1
Martingale Asset Management Limited Partnership,549300GXM5ZGZJXZ1Y74,"MARTINGALE ASSET MANAGEMENT, L.P.",US,ACTIVE,ISSUED,legal_core,0.9,martingale asset management,,US,,MAMLP-ARIN,,1
Mass Infonet (P) Ltd.,6488U9G73S02USV3E181,MASS INFONET PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,mass infonet,,IN,,@aut-55428-APNIC,,1
Massive Media Match NV,967600A4B1W3ACOCLA47,Massive Media Match,BE,ACTIVE,LAPSED,legal_core,0.9,massive media match,,BE,,ORG-IN19-RIPE,,1
Masstores (Proprietary) Limited,3789005DEF3752FDBC81,Masstores (Pty) Ltd,ZA,ACTIVE,LAPSED,legal_core,0.9,masstores,,ZA,28368,ORG-ML13-AFRINIC,,1
Master Capital Services Ltd,335800F93STBP6CZ6Y36,MASTER CAPITAL SERVICES LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,master capital services,,IN,,@aut-55474-APNIC,,1
Matalia Stock Broking Pvt Ltd,335800KW13DOON3HZ887,MATALIA STOCK BROKING PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_core,0.9,matalia stock broking,,IN,,@aut-149542-APNIC,,1
"Matanuska Telecom Association, Inc.",5493008V7AWQFMZ8P452,"MATANUSKA TELECOM ASSOCIATION, INCORPORATED",US,ACTIVE,LAPSED,legal_core,0.9,matanuska telecom association,,US,18473,,http://www.mtasolutions.com,1
