iyp_org_name,lei,lei_legal_name,lei_countries,entity_status,registration_status,match_method,confidence,matched_name,hint,iyp_countries,peeringdb_org_ids,caida_org_ids,iyp_websites,iyp_n_as
Ellos AB,549300FI5F6RXRUVIY69,Ellos AB,SE,ACTIVE,ISSUED,legal_exact,1.0,ellos ab,,SE,,ORG-EA377-RIPE,,1
Elmec Informatica SPA,8156007D3FEDE9143D31,ELMEC INFORMATICA SPA,IT,ACTIVE,ISSUED,legal_exact,1.0,elmec informatica spa,,IT,24513,,http://www.elmec.com,1
Elmhurst University,549300QHL51JSFEYQD77,ELMHURST UNIVERSITY,US,ACTIVE,LAPSED,legal_exact,1.0,elmhurst university,,US,,EC-531-ARIN,,1
ElmoNet Oy,743700FB81FPEVTTSK14,ElmoNet Oy,FI,ACTIVE,ISSUED,legal_exact,1.0,elmonet oy,,FI,,ORG-PPO2-RIPE,,1
Elmos Semiconductor SE,529900UMKKDCAP4P4H63,Elmos Semiconductor SE,DE,ACTIVE,ISSUED,legal_exact,1.0,elmos semiconductor se,,DE,,ORG-ESA99-RIPE,,1
Elon Group AB,549300SRY6RXM43EFF21,ELON Group AB,SE,ACTIVE,ISSUED,legal_exact,1.0,elon group ab,,SE,,ORG-EELA2-RIPE,,1
Elon University,549300R8E4GWXF4NA881,Elon University,US,ACTIVE,LAPSED,legal_exact,1.0,elon university,,US,,ELONU-ARIN,,1
Elsevier Limited,5493004K0NPPLK135K42,ELSEVIER LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,elsevier limited,,GB,,ORG-RE4-RIPE,,1
Elstir S.L.,9598001KHPEDFMN26C29,ELSTIR S.L.,ES,ACTIVE,ISSUED,legal_exact,1.0,elstir s l,,ES,,ORG-ES69-RIPE,,1
Ember AB,636700CDCS4NQB9MTO71,Ember AB,SE,ACTIVE,ISSUED,legal_exact,1.0,ember ab,,SE,30853,ORG-EA708-RIPE,,1
Embriq AS,9845005DECACD5111164,EMBRIQ AS,NO,ACTIVE,LAPSED,legal_exact,1.0,embriq as,,NO,,ORG-EA740-RIPE,,1
Emerson College,549300K4N74HFAM35B08,Emerson College,US,ACTIVE,LAPSED,legal_exact,1.0,emerson college,,US,16456,EMERSO-ARIN,http://emerson.edu,1
Emerson Electric Co.,FGLT0EWZSUIRRITFOA30,EMERSON ELECTRIC CO.,US,ACTIVE,ISSUED,legal_exact,1.0,emerson electric co,,US,,EMERS-5-ARIN,,1
Emigrant Bank,254900P323ZVFJ3O0O66,Emigrant Bank,US,ACTIVE,ISSUED,legal_exact,1.0,emigrant bank,active_only,US,,EMIGR-ARIN,,1
Emirates Lebanon Bank S.A.L,549300UVLQZOOPOK3U06,EMIRATES LEBANON BANK S.A.L.,LB,ACTIVE,ISSUED,legal_exact,1.0,emirates lebanon bank s a l,,LB,,ORG-ELBS1-RIPE,,1
Emisfera Societa' Cooperativa,81560098C5E0A3EE8E62,EMISFERA SOCIETA' COOPERATIVA,IT,ACTIVE,ISSUED,legal_exact,1.0,emisfera societa cooperativa,,IT,,ORG-ESC5-RIPE,,1
Emisfera Società Cooperativa,81560098C5E0A3EE8E62,EMISFERA SOCIETA' COOPERATIVA,IT,ACTIVE,ISSUED,legal_exact,1.0,emisfera societa cooperativa,,IT,1889,,https://www.emisfera.it/,1
"Emo-Trans, Inc.",549300R11TDQEQ2JZW77,"Emo-Trans, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,emo trans inc,,US,,EMOTR-1-ARIN,,1
"Empire International, Ltd.",549300327DGMAYG6F026,"Empire International, LTD",US,ACTIVE,LAPSED,legal_exact,1.0,empire international ltd,,US,,EIL-15-ARIN,,1
"Empire Resorts, Inc.",549300WBFN23L9HI5N68,"EMPIRE RESORTS, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,empire resorts inc,,US,,ER-439-ARIN,,1
Empire Today LLC,254900NVZEWAL7SJT856,"EMPIRE TODAY, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,empire today llc,,US,,EMPIR-19-ARIN,,1
"EnLink Midstream Operating, LP",4JN6SOJK6OTEY792TE68,"EnLink Midstream Operating, LP",US,ACTIVE,LAPSED,legal_exact,1.0,enlink midstream operating lp,,US,,CROSST-2-ARIN,,1
"EnPro Industries, Inc.",549300Y5CFT2LKCFDN54,"EnPro Industries, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,enpro industries inc,,US,,ENPRO-1-ARIN,,1
Enapter AG,391200JIZN9JYP440O07,Enapter AG,DE,ACTIVE,ISSUED,legal_exact,1.0,enapter ag,,DE,,ORG-EA1440-RIPE,,1
Encevo S.A,529900W1S8TJDDH8YB29,ENCEVO S.A.,LU,ACTIVE,ISSUED,legal_exact,1.0,encevo s a,,LU,,ORG-ES425-RIPE,,1
Encompass Health Corporation,549300FVRPM9DRQZRG64,ENCOMPASS HEALTH CORPORATION,US,ACTIVE,LAPSED,legal_exact,1.0,encompass health corporation,,US,,HEALT-63-ARIN,,1
Endemol Shine Australia Pty Ltd,9845002D7H365980D598,ENDEMOL SHINE AUSTRALIA PTY LTD,AU,ACTIVE,LAPSED,legal_exact,1.0,endemol shine australia pty ltd,,AU,,ORG-ESAP1-AP-APNIC,,1
Endicott College,549300P6TYCWZWZLSL37,ENDICOTT COLLEGE,US,ACTIVE,LAPSED,legal_exact,1.0,endicott college,,US,,ENDIC-1-ARIN,,1
Eneco Energy Trade B.V.,724500T50YUNT5M7QJ91,Eneco Energy Trade B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,eneco energy trade b v,,NL,,ORG-EET1-RIPE,,1
EnerBank USA,254900Y6G5VLMOMSQS85,ENERBANK USA,US,INACTIVE,RETIRED,legal_exact,1.0,enerbank usa,,US,,ENERB-ARIN,,1
Energie Steiermark AG,529900TRW25C535YJ717,Energie Steiermark AG,AT,ACTIVE,ISSUED,legal_exact,1.0,energie steiermark ag,,AT,,ORG-ESA127-RIPE,,1
Energy Financing Team (Switzerland) AG,529900LVJM3O6Q2CZ627,Energy Financing Team (Switzerland) AG,CH,ACTIVE,ISSUED,legal_exact,1.0,energy financing team ag,,CH,,ORG-EFTD1-RIPE,,1
EnergySolutions LLC,549300X3SKIUYR2MFH75,"ENERGYSOLUTIONS, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,energysolutions llc,,US,,EL-54-ARIN,,1
Enerpac Tool Group Corp.,IZW37BPZKUJE1QXGB081,ENERPAC TOOL GROUP CORP.,US,ACTIVE,ISSUED,legal_exact,1.0,enerpac tool group corp,,US,,AC-317-ARIN,,1
Enet Telecommunications Networks Limited,98450057O08746361102,ENET TELECOMMUNICATIONS NETWORKS LIMITED,IE,ACTIVE,ISSUED,legal_exact,1.0,enet telecommunications networks limited,,IE,17141,ORG-ETNL1-RIPE,http://wwww.enet.ie,1
Enfo Oy,743700WJDEIX677LFE20,Enfo Oy,FI,ACTIVE,ISSUED,legal_exact,1.0,enfo oy,,FI,,ORG-EO2-RIPE,,1
Enfusion LTD. LLC,549300FNWNZD1BL31B39,ENFUSION LTD. LLC,US,ACTIVE,LAPSED,legal_exact,1.0,enfusion ltd llc,,US,26271,EL-1-ARIN,https://www.enfusionsystems.com/,1
Engel Austria GmbH,529900AX23U7610M0T80,ENGEL AUSTRIA GmbH,AT,ACTIVE,ISSUED,legal_exact,1.0,engel austria gmbh,,AT,,ORG-EAG2-RIPE,,1
Eniro Group AB,549300DYME127YXNIN46,Eniro Group AB,SE,ACTIVE,ISSUED,legal_exact,1.0,eniro group ab,,SE,,ORG-SOA2-RIPE,,1
Enpara Bank Anonim Sirketi,7890008Q3CT71FZ2QP75,ENPARA BANK ANONİM ŞİRKETİ,TR,ACTIVE,ISSUED,legal_exact,1.0,enpara bank anonim sirketi,,TR,,ORG-EBAS1-RIPE,,1
Enquest Britain Limited,213800PLY3IRUZLMNX80,ENQUEST BRITAIN LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,enquest britain limited,,GB,,ORG-OA695-RIPE,,1
"Enterprise Fleet Management, Inc",IEKX78OX95KRI6UW7S96,"Enterprise Fleet Management, Inc.",US,ACTIVE,ISSUED,legal_exact,1.0,enterprise fleet management inc,,US,,EFM-22-ARIN,,1
Enterprise Services Information Security UK Limited,254900UZ1TR9O7URXP55,Enterprise Services Information Security UK Limited,GB,ACTIVE,ISSUED,legal_exact,1.0,enterprise services information security uk limited,,GB,,ORG-VA222-RIPE,,1
Entravision Communications Corporation,549300SKHY2ALCLKV539,Entravision Communications Corporation,US,ACTIVE,LAPSED,legal_exact,1.0,entravision communications corporation,,US,,ENTRA-3-ARIN,,1
Entrust Corporation,549300RRHR61YGCQ8575,ENTRUST CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,entrust corporation,,US,,DATACA-3-ARIN,,1
Environment Agency,549300Q588PLLR442U24,THE ENVIRONMENT AGENCY,GB,ACTIVE,LAPSED,legal_exact,1.0,environment agency,,GB,,ORG-EA328-RIPE,,1
Epcan GmbH,9845003CG6C06FB3F338,EPCAN GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,epcan gmbh,,DE,,ORG-EG43-RIPE,,1
Ephrata Community Hospital,254900TDBDVGDK6TRI43,Ephrata Community Hospital,US,ACTIVE,LAPSED,legal_exact,1.0,ephrata community hospital,,US,,ECH-2-ARIN,,1
Epic Communications Limited,213800R84ZQK1B899J89,EPIC COMMUNICATIONS LIMITED,MT,ACTIVE,ISSUED,legal_exact,1.0,epic communications limited,,MT,,ORG-VML1-RIPE,,1
Epic Garments Manufacturing Co. Ltd,254900MQ03LCU2D25L34,EPIC GARMENTS MANUFACTURING CO LTD,BD,ACTIVE,LAPSED,legal_exact,1.0,epic garments manufacturing co ltd,,BD,,ORG-EGMC1-AP-APNIC,,1
Epicor Software Corporation,JGNXVGGGXR4O1L5I7S73,EPICOR SOFTWARE CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,epicor software corporation,,US,,EPICO-3-Z-ARIN,,1
"Eplica, Inc.",549300RXKHDXK1HAW625,"EPLICA, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,eplica inc,,US,,EPLIC-ARIN,,1
Epworth Foundation,254900GAI3WDODNVSR54,Epworth Foundation,AU,ACTIVE,LAPSED,legal_exact,1.0,epworth foundation,,AU,,ORG-EF1-AP-APNIC,,1
Epyllion Knitwears Ltd.,254900MCDRCHRFQMBK52,Epyllion Knitwears Ltd,BD,ACTIVE,LAPSED,legal_exact,1.0,epyllion knitwears ltd,,BD,,ORG-EKL1-AP-APNIC,,1
EquiLend Holdings LLC,213800MBO66Z8HLPQI95,EQUILEND HOLDINGS LLC,US,ACTIVE,ISSUED,legal_exact,1.0,equilend holdings llc,,US,,EHL-88-ARIN,,1
Equiduct Systems Limited,549300FBV4VS51PTEX43,EQUIDUCT SYSTEMS LIMITED,GB,ACTIVE,ISSUED,legal_exact,1.0,equiduct systems limited,,GB,31823,ORG-ESL25-RIPE,,1
Equinor ASA,OW6OFBNCKXC4US5C7523,EQUINOR ASA,NO,ACTIVE,ISSUED,legal_exact,1.0,equinor asa,,NO,,ORG-SNA12-RIPE,,1
Equitable Bank,5493004QI4QQE17ETY06,Equitable Bank,CA,ACTIVE,ISSUED,legal_exact,1.0,equitable bank,,CA,,EB-209-ARIN,,1
"Equitable Holdings, Inc",549300FIBAKMNHPZ4009,"EQUITABLE HOLDINGS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,equitable holdings inc,,US,,EH-1514-ARIN,,1
Equity Bank,549300TJF420N3F01V87,Equity Bank,US,ACTIVE,ISSUED,legal_exact,1.0,equity bank,,US,,EB-244-ARIN,,1
Equity Bank Tanzania Limited,254900A6QWBOY1S1LY04,EQUITY BANK TANZANIA LIMITED,TZ,ACTIVE,ISSUED,legal_exact,1.0,equity bank tanzania limited,,TZ,,ORG-EBTL1-AFRINIC,,1
Equity Banque Commerciale Du Congo SA,254900U6AH0FM8XB7E88,EQUITY BANQUE COMMERCIALE DU CONGO SA,CD,ACTIVE,ISSUED,legal_exact,1.0,equity banque commerciale du congo sa,,CD,,ORG-BCDC1-AFRINIC,,1
"Equus Capital Partners, Ltd.",5493005ZXCR7UBEA2E66,"Equus Capital Partners, Ltd.",US,ACTIVE,LAPSED,legal_exact,1.0,equus capital partners ltd,,US,,ECPL-14-ARIN,,1
Ergo Insurance SE,549300WOSFHL8FRS5V57,ERGO INSURANCE SE,EE,ACTIVE,ISSUED,legal_exact,1.0,ergo insurance se,,EE,,ORG-EIS53-RIPE,,1
Ergon Informatik AG,98450058A7E2AEB9DA70,Ergon Informatik AG,CH,ACTIVE,ISSUED,legal_exact,1.0,ergon informatik ag,,CH,,ORG-EIA44-RIPE,,1
Ericsson Nikola Tesla d.d.,5299001W91BFWSUOVD63,ERICSSON NIKOLA TESLA d.d.,HR,ACTIVE,ISSUED,legal_exact,1.0,ericsson nikola tesla d d,,HR,,ORG-ENTD1-RIPE,,1
Erie Indemnity Company,549300WA5KP94KRUFZ80,ERIE INDEMNITY COMPANY,US,ACTIVE,ISSUED,legal_exact,1.0,erie indemnity company,,US,40844,ERIEI-ARIN,https://www.erieinsurance.com,1
Ernst And Young Llp,335800KYQYOKBCE3AN50,ERNST & YOUNG LLP,IN,ACTIVE,ISSUED,legal_exact,1.0,ernst and young llp,,IN,,@aut-137111-APNIC,,1
Ernst And Young Services Private Limited,335800J945XEGO2UKE09,ERNST & YOUNG SERVICES PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,ernst and young services private limited,,IN,,@aut-135871-APNIC,,1
Eroski Scoop.,959800J76YJMWZP6S661,EROSKI SCOOP,ES,ACTIVE,ISSUED,legal_exact,1.0,eroski scoop,,ES,,ORG-ES227-RIPE,,1
Esaf Small Finance Bank Limited,335800H9TMOMGKSV3Y60,ESAF SMALL FINANCE BANK LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,esaf small finance bank limited,,IN,,@aut-154068-APNIC,,1
Esbjerg Kommune,213800LFGU781EAJC717,Esbjerg kommune,DK,ACTIVE,ISSUED,legal_exact,1.0,esbjerg kommune,,DK,,ORG-EK71-RIPE,,1
Eskilstuna Kommun,549300PY3B46ZIHYK415,Eskilstuna kommun,SE,ACTIVE,ISSUED,legal_exact,1.0,eskilstuna kommun,,SE,,ORG-ESKI1-RIPE,,1
Eskom Holdings SOC Ltd,3789001900ED06F65111,Eskom Holdings Soc Ltd,ZA,ACTIVE,LAPSED,legal_exact,1.0,eskom holdings soc ltd,,ZA,29851,ORG-EHSL1-AFRINIC,,1
Esprinet S.P.A.,8156007E3375956ADD08,ESPRINET S.P.A.,IT,ACTIVE,ISSUED,legal_exact,1.0,esprinet s p a,,IT,,ORG-ESPR1-RIPE,,1
Essex County Council,213800B3OK911KE7L262,ESSEX COUNTY COUNCIL,GB,ACTIVE,LAPSED,legal_exact,1.0,essex county council,,GB,,ORG-ECC3-RIPE,,1
"Essilor of America, Inc.",549300IGBKRNYYK2E973,"ESSILOR OF AMERICA, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,essilor of america inc,,US,,EA-491-ARIN,,1
Estabanell Impulsa S.A,9598008PGDEF8P3X0827,ESTABANELL IMPULSA S.A.,ES,ACTIVE,ISSUED,legal_exact,1.0,estabanell impulsa s a,,ES,,ORG-EDS10-RIPE,,1
Etablissement d'assurance contre l'incendie et les elements naturels du Canton de Vaud (ECA),506700PNW4JU5ABC2Q54,Etablissement d'assurance contre l'incendie et les éléments naturels du Canton de Vaud (ECA),CH,ACTIVE,ISSUED,legal_exact,1.0,etablissement d assurance contre l incendie et les elements naturels du canton de vaud,,CH,,ORG-EECD1-RIPE,,1
Etela-Pohjanmaan Hyvinvointialue,743700UUSDKO1MU4NZ03,Etelä-Pohjanmaan hyvinvointialue,FI,ACTIVE,ISSUED,legal_exact,1.0,etela pohjanmaan hyvinvointialue,,FI,,ORG-ESK3-RIPE,,1
Ethio Telecom,2549003PWMAF5SDUL432,ETHIO TELECOM,ET,ACTIVE,LAPSED,legal_exact,1.0,ethio telecom,,ET,17379,ORG-ETC2-AFRINIC,http://www.ethiotelecom.et/,1
Etiqa Insurance Pte. Ltd,549300MVSNEO4ZJUV031,ETIQA INSURANCE PTE. LTD.,SG,ACTIVE,ISSUED,legal_exact,1.0,etiqa insurance pte ltd,,SG,,ORG-EIPL6-AP-APNIC,,1
Etops Germany AM GmbH,5299008Y7VDXG6A0DW11,Etops Germany AM GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,etops germany am gmbh,,DE,,ORG-PFSG2-RIPE,,1
Etsy Inc.,54930089Q7XT501AEA40,"ETSY, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,etsy inc,,US,17173,ETSYI-ARIN,https://www.etsy.com,1
Euchner GmbH + Co. KG,529900S2AS7O4CS8ZT58,EUCHNER GmbH + Co. KG,DE,ACTIVE,ISSUED,legal_exact,1.0,euchner gmbh co kg,,DE,,ORG-EGCK4-RIPE,,1
Eugene Water and Electric Board,549300P1P01XKFQ38R71,Eugene Water & Electric Board,US,ACTIVE,LAPSED,legal_exact,1.0,eugene water and electric board,,US,,EWEB-ARIN,,1
Euro Pool System International B.V.,72450052E2QZ31JMWP79,Euro Pool System International B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,euro pool system international b v,,NL,,ORG-EPSB1-RIPE,,1
EuroCTP B.V.,724500FDZAP3QITPW956,EuroCTP B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,euroctp b v,,NL,,ORG-EB179-RIPE,,1
Eurofunk Kappacher GmbH,9845002A7E8BFB877C80,eurofunk Kappacher GmbH,AT,ACTIVE,ISSUED,legal_exact,1.0,eurofunk kappacher gmbh,,AT,,ORG-EKG2-RIPE,,1
Euroins Romania Asigurare Reasigurare SA,315700GZA843JXKTJ400,EUROINS ROMANIA ASIGURARE-REASIGURARE SA,RO,ACTIVE,ISSUED,legal_exact,1.0,euroins romania asigurare reasigurare sa,,RO,,ORG-ERAR1-RIPE,,1
"Euronet Worldwide, Inc.",YG3575C4DSHJPA5KET68,"EURONET WORLDWIDE, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,euronet worldwide inc,,US,,EURON-1-ARIN,,1
Euronext Technologies SAS,635400WLLXMJLKFMZC15,EURONEXT TECHNOLOGIES SAS,FR,ACTIVE,ISSUED,legal_exact,1.0,euronext technologies sas,,FR,,ORG-SEN1-RIPE,,1
European Bank for Reconstruction and Development,549300HTGDOVDU6OGK19,EUROPEAN BANK FOR RECONSTRUCTION AND DEVELOPMENT,GB,ACTIVE,ISSUED,legal_exact,1.0,european bank for reconstruction and development,,GB,,ORG-EBRD1-RIPE,,1
European Central Bank,549300DTUYXVMJXZNY75,European Central Bank,DE,ACTIVE,ISSUED,legal_exact,1.0,european central bank,,DE,,ORG-ECB4-RIPE,,1
European Centre for Medium-Range Weather Forecasts (ECMWF),549300X1OUUKYPXI9C23,EUROPEAN CENTRE FOR MEDIUM-RANGE WEATHER FORECASTS,GB,ACTIVE,ISSUED,legal_exact,1.0,european centre for medium range weather forecasts,,GB,,ORG-ECFM5-RIPE,,1
European IO-N Investment Group SL,959800WBY855YTF8QB10,EUROPEAN IO-N INVESTMENT GROUP SL,ES,ACTIVE,ISSUED,legal_exact,1.0,european io n investment group sl,,ES,,ORG-EIIG1-RIPE,,1
European Investment Bank,5493006YXS1U5GIHE750,European Investment Bank,EU;LU,ACTIVE,ISSUED,legal_exact,1.0,european investment bank,,LU,,ORG-EIB5-RIPE,,1
European Medicines Agency,213800XTW4IPFATDAT04,EUROPEAN MEDICINES AGENCY,NL,ACTIVE,ISSUED,legal_exact,1.0,european medicines agency,,NL,,ORG-EMA4-RIPE,,1
Evangelical Lutheran Good Samaritan Society,549300JMQN0XPW305G82,The Evangelical Lutheran Good Samaritan Society,US,ACTIVE,LAPSED,legal_exact,1.0,evangelical lutheran good samaritan society,,US,,ELGSS-1-ARIN,,1
Evangelische Heimstiftung GmbH,5299006CZ9C36QCWHT46,Evangelische Heimstiftung GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,evangelische heimstiftung gmbh,,DE,,ORG-EHG4-RIPE,,1
Evangelische Stiftung Neuerkerode,529900NB3OJITA893034,Evangelische Stiftung Neuerkerode,DE,ACTIVE,ISSUED,legal_exact,1.0,evangelische stiftung neuerkerode,,DE,,ORG-ESN1-RIPE,,1
Evans & Sutherland Computer Corporation,254900P427VN8392J752,EVANS & SUTHERLAND COMPUTER CORPORATION,US,ACTIVE,LAPSED,legal_exact,1.0,evans and sutherland computer corporation,,US,,ESCD-ARIN,,1
Eventbrite Inc.,549300N6XBV2B1FAUF55,"EVENTBRITE, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,eventbrite inc,,US,,EVENT-20-ARIN,,1
Everi Payments Inc.,5493006Q4MDLHOY1JV70,Everi Payments Inc.,US,ACTIVE,LAPSED,legal_exact,1.0,everi payments inc,,US,,GLOBA-306-ARIN,,1
Eversource Energy,SJ7XXD41SQU3ZNWUJ746,EVERSOURCE ENERGY,US,ACTIVE,ISSUED,legal_exact,1.0,eversource energy,,US,37695,NORTHE-86-ARIN,,1
EveryWare AG,984500363FD4F76OCB22,EveryWare AG,CH,ACTIVE,ISSUED,legal_exact,1.0,everyware ag,,CH,,ORG-EA7-RIPE,,1
Everyware AG,984500363FD4F76OCB22,EveryWare AG,CH,ACTIVE,ISSUED,legal_exact,1.0,everyware ag,,CH,2526,,http://www.everyware.ch,1
"Everywhere Wireless, LLC",254900QXHDYUQB90OP51,"Everywhere Wireless, LLC",US,ACTIVE,ISSUED,legal_exact,1.0,everywhere wireless llc,,US,,EWL-21-ARIN,,1
Eviden Austria GmbH,54930045WL5EPEG6VX40,Eviden Austria GmbH,AT;FR,ACTIVE,ISSUED,legal_exact,1.0,eviden austria gmbh,,AT,,ORG-ATOS1-RIPE,,1
Evonik Industries AG,41GUOJQTALQHLF39XJ34,Evonik Industries AG,DE,ACTIVE,ISSUED,legal_exact,1.0,evonik industries ag,,DE,,ORG-ESG6-RIPE,,1
Evotec SE,529900F9KI6OYITO9B12,Evotec SE,DE,ACTIVE,ISSUED,legal_exact,1.0,evotec se,,DE,,ORG-EA1150-RIPE,,1
Exact B.V.,724500NVXSPRVNGL9I69,Exact B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,exact b v,,NL,,ORG-EGB7-RIPE,,1
Exact Sciences Corporation,549300VM3X1FYD4N9Z14,Exact Sciences Corporation,US,ACTIVE,LAPSED,legal_exact,1.0,exact sciences corporation,,US,,ESC-226-ARIN,,1
Exact Software Nederland B.V.,724500B2RJVFL68JVZ44,Exact Software Nederland B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,exact software nederland b v,,NL,,ORG-IUB2-RIPE,,1
Excedo Networks AB,98450066R7BDBJ9AB467,Excedo Networks AB,SE,ACTIVE,ISSUED,legal_exact,1.0,excedo networks ab,,SE,8547,ORG-EXCE2-RIPE,,1
"Excel Industries, Inc.",549300RLY82Z3ZVGHT65,"Excel Industries, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,excel industries inc,,US,,EI-108-ARIN,,1
"Excellus Health Plan, Inc.",254900XW4TFFU135LI22,"EXCELLUS HEALTH PLAN, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,excellus health plan inc,,US,,EXCELL-12-ARIN,,1
Excitel Broadband Private Limited,335800XJ1RKEIHHD4Z11,EXCITEL BROADBAND PRIVATE LIMITED,IN,ACTIVE,ISSUED,legal_exact,1.0,excitel broadband private limited,,IN,,@aut-133982-APNIC,,1
"Exco Resources, Inc.",G6D9JBJ3B5USYVP7TB32,"EXCO RESOURCES, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,exco resources inc,,US,,ER-ARIN,,1
"Executive Service S.R.L., Societa Benefit",8156001DFF9B5937F304,EXECUTIVE SERVICE S.R.L. SOCIETA' BENEFIT,IT,ACTIVE,LAPSED,legal_exact,1.0,executive service s r l societa benefit,,IT,34943,ORG-ESSS4-RIPE,,1
Exelixis Inc.,254900PJQB59O2O95R37,"Exelixis, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,exelixis inc,,US,,EXELI-2-ARIN,,1
"ExodusPoint Capital Management UK, LLP",549300T0WLHFJKN2SY76,"EXODUSPOINT CAPITAL MANAGEMENT UK, LLP",GB,ACTIVE,ISSUED,legal_exact,1.0,exoduspoint capital management uk llp,,GB,,ORG-ECMU1-RIPE,,1
"Exoduspoint Capital Management Singapore, Pte. Ltd.",5493007E9JOVPBC0VO88,"EXODUSPOINT CAPITAL MANAGEMENT SINGAPORE, PTE. LTD.",SG,ACTIVE,ISSUED,legal_exact,1.0,exoduspoint capital management singapore pte ltd,,SG,,ORG-ECMS1-AP-APNIC,,1
Exomi Oy,743700UZLNGCM04GRG35,Exomi Oy,FI,ACTIVE,ISSUED,legal_exact,1.0,exomi oy,,FI,,ORG-ZF1-RIPE,,1
Exonet B.V.,724500INSHOMAP4FPX16,Exonet B.V.,NL,ACTIVE,ISSUED,legal_exact,1.0,exonet b v,,NL,,ORG-EB19-RIPE,,1
ExperiencePoint Inc,549300RH9IUQEH7ZH305,ExperiencePoint Inc.,CA,ACTIVE,LAPSED,legal_exact,1.0,experiencepoint inc,,CA,22447,EXPER-60-ARIN,http://www.experiencepoint.com/,1
Expisoft AB,894500GS1ESLAPZCEL65,Expisoft AB,SE,ACTIVE,ISSUED,legal_exact,1.0,expisoft ab,,SE,,ORG-EA1071-RIPE,,1
"Exponential Interactive, Inc.",549300FYKI23SI1GNZ50,"EXPONENTIAL INTERACTIVE, INC.",US,ACTIVE,LAPSED,legal_exact,1.0,exponential interactive inc,,US,6617,TRIBAL-2-ARIN,,1
Express LLC,549300A47XK8JVL09J34,"Express, LLC",US,ACTIVE,LAPSED,legal_exact,1.0,express llc,,US,,EXPRE-49-ARIN,,1
ExpressPoint Technology Services Inc.,54930045P2Y5ZWRTY765,"ExpressPoint Technology Services, Inc.",US,ACTIVE,LAPSED,legal_exact,1.0,expresspoint technology services inc,,US,,ETS104-ARIN,,1
"Extreme Networks, Inc.",549300WRECW11X94UB57,"EXTREME NETWORKS, INC.",US,ACTIVE,ISSUED,legal_exact,1.0,extreme networks inc,,US,,EXTREM-33-ARIN,,1
Exxon Mobil Corporation,J3WHBG0MTS7O8ZVMDC91,EXXON MOBIL CORPORATION,US,ACTIVE,ISSUED,legal_exact,1.0,exxon mobil corporation,,US,,EMC-55-ARIN,,1
Eyeo GmbH,529900S9BX2I3AS5U946,Eyeo GmbH,DE,ACTIVE,ISSUED,legal_exact,1.0,eyeo gmbh,,DE,,ORG-EG206-RIPE,,1
Eylo B.V.,72450017UOWAEVIF9559,Eylo B.V.,NL,ACTIVE,LAPSED,legal_exact,1.0,eylo b v,,NL,23567,ORG-EB106-RIPE,,1
Ezpada s.r.o,529900VUUMY42WVLWW27,Ezpada s.r.o.,CZ,ACTIVE,ISSUED,legal_exact,1.0,ezpada s r o,,CZ,,ORG-ES327-RIPE,,1
F&A Federal Credit Union,254900BBEPZS8MDE1S61,F&A Federal Credit Union,US,ACTIVE,LAPSED,legal_exact,1.0,f and a federal credit union,,US,,FFCU-11-ARIN,,1
F24 Schweiz AG,984500DD0CDEK91D9444,F24 Schweiz AG,CH,ACTIVE,ISSUED,legal_exact,1.0,f24 schweiz ag,,CH,12332,ORG-DSA8-RIPE,https://ecall-messaging.com/,1
FABER-CASTELL AKTIENGESELLSCHAFT,39120001YPXVWHJ0YX52,Faber-Castell Aktiengesellschaft,DE,ACTIVE,ISSUED,legal_exact,1.0,faber castell aktiengesellschaft,,DE,,ORG-FA372-RIPE,,1
